"DAYSAHEAD","TARGETDATE","FORECASTDEMAND","CARDINALPOINT","CP_TYPE","CP_ST_TIME","CP_END_TIME","F_Point","FORECAST_TIMESTAMP"
1,"2020-12-10",38978,"2F","P",800,900,NA,"2020-12-09T08:34:24Z"
1,"2020-12-10",40390,"2A","P",930,1030,NA,"2020-12-09T08:34:24Z"
1,"2020-12-10",41133,"2B","P",1100,1300,"DM","2020-12-09T08:34:24Z"
1,"2020-12-10",40637,"3B","T",1330,1630,"Dm","2020-12-09T08:34:24Z"
1,"2020-12-10",44301,"DP","P",1700,1930,"EM","2020-12-09T08:34:24Z"
1,"2020-12-10",37301,"4B","F",2100,2100,NA,"2020-12-09T08:34:24Z"
1,"2020-12-10",25822,"4C","F",2400,2400,NA,"2020-12-09T08:34:24Z"
1,"2020-12-10",26723,"1F","F",30,30,NA,"2020-12-09T11:30:51Z"
1,"2020-12-10",26879,"1A","P",100,230,NA,"2020-12-09T11:30:51Z"
1,"2020-12-10",25006,"03","F",300,300,NA,"2020-12-09T11:30:51Z"
1,"2020-12-10",24582,"4","F",400,400,NA,"2020-12-09T11:30:51Z"
1,"2020-12-10",24388,"1B","T",430,730,"Om","2020-12-09T11:30:51Z"
1,"2020-12-10",39203,"2F","P",800,900,NA,"2020-12-09T11:30:51Z"
1,"2020-12-10",40147,"2A","P",930,1030,NA,"2020-12-09T11:30:51Z"
1,"2020-12-10",41128,"2B","P",1100,1300,"DM","2020-12-09T11:30:51Z"
1,"2020-12-10",40546,"3B","T",1330,1630,"Dm","2020-12-09T11:30:51Z"
1,"2020-12-10",44126,"DP","P",1700,1930,"EM","2020-12-09T11:30:51Z"
1,"2020-12-10",37211,"4B","F",2100,2100,NA,"2020-12-09T11:30:51Z"
1,"2020-12-10",25780,"4C","F",2400,2400,NA,"2020-12-09T11:30:51Z"
1,"2020-12-11",25284,"1F","F",30,30,NA,"2020-12-10T08:44:28Z"
1,"2020-12-11",25570,"1A","P",100,230,NA,"2020-12-10T08:44:28Z"
1,"2020-12-11",23980,"03","F",300,300,NA,"2020-12-10T08:44:28Z"
1,"2020-12-11",23273,"4","F",400,400,NA,"2020-12-10T08:44:28Z"
1,"2020-12-11",23035,"1B","T",430,730,"Om","2020-12-10T08:44:28Z"
1,"2020-12-11",38302,"2F","P",800,900,NA,"2020-12-10T08:44:28Z"
1,"2020-12-11",39189,"2A","P",930,1030,NA,"2020-12-10T08:44:28Z"
1,"2020-12-11",39408,"2B","P",1100,1300,"DM","2020-12-10T08:44:28Z"
1,"2020-12-11",38829,"3B","T",1330,1630,"Dm","2020-12-10T08:44:28Z"
1,"2020-12-11",43781,"DP","P",1700,1930,"EM","2020-12-10T08:44:28Z"
1,"2020-12-11",36067,"4B","F",2100,2100,NA,"2020-12-10T08:44:28Z"
1,"2020-12-11",26776,"4C","F",2400,2400,NA,"2020-12-10T08:44:28Z"
1,"2020-12-11",25201,"1F","F",30,30,NA,"2020-12-10T11:01:32Z"
1,"2020-12-11",25469,"1A","P",100,230,NA,"2020-12-10T11:01:32Z"
1,"2020-12-11",23893,"03","F",300,300,NA,"2020-12-10T11:01:32Z"
1,"2020-12-11",23186,"4","F",400,400,NA,"2020-12-10T11:01:32Z"
1,"2020-12-11",22934,"1B","T",430,730,"Om","2020-12-10T11:01:32Z"
1,"2020-12-11",38237,"2F","P",800,900,NA,"2020-12-10T11:01:32Z"
1,"2020-12-11",39149,"2A","P",930,1030,NA,"2020-12-10T11:01:32Z"
1,"2020-12-11",39339,"2B","P",1100,1300,"DM","2020-12-10T11:01:32Z"
1,"2020-12-11",38814,"3B","T",1330,1630,"Dm","2020-12-10T11:01:32Z"
1,"2020-12-11",43735,"DP","P",1700,1930,"EM","2020-12-10T11:01:32Z"
1,"2020-12-11",36119,"4B","F",2100,2100,NA,"2020-12-10T11:01:32Z"
1,"2020-12-11",26776,"4C","F",2400,2400,NA,"2020-12-10T11:01:32Z"
1,"2020-12-12",26059,"1F","F",30,30,NA,"2020-12-11T08:39:15Z"
1,"2020-12-12",26191,"1A","P",100,230,NA,"2020-12-11T08:39:15Z"
1,"2020-12-12",24254,"03","F",300,300,NA,"2020-12-11T08:39:15Z"
1,"2020-12-12",23145,"4","F",400,400,NA,"2020-12-11T08:39:15Z"
1,"2020-12-12",22382,"1B","T",430,730,"Om","2020-12-11T08:39:15Z"
1,"2020-12-12",31986,"2F","P",800,900,NA,"2020-12-11T08:39:15Z"
1,"2020-12-12",34302,"2A","P",930,1030,NA,"2020-12-11T08:39:15Z"
1,"2020-12-12",34888,"2B","P",1100,1300,"DM","2020-12-11T08:39:15Z"
1,"2020-12-12",34554,"3B","T",1330,1630,"Dm","2020-12-11T08:39:15Z"
1,"2020-12-12",40564,"DP","P",1700,1930,"EM","2020-12-11T08:39:15Z"
1,"2020-12-12",34124,"4B","F",2100,2100,NA,"2020-12-11T08:39:15Z"
1,"2020-12-12",26073,"4C","F",2400,2400,NA,"2020-12-11T08:39:15Z"
1,"2020-12-12",25981,"1F","F",30,30,NA,"2020-12-11T11:43:29Z"
1,"2020-12-12",26065,"1A","P",100,230,NA,"2020-12-11T11:43:29Z"
1,"2020-12-12",24150,"03","F",300,300,NA,"2020-12-11T11:43:29Z"
1,"2020-12-12",23049,"4","F",400,400,NA,"2020-12-11T11:43:29Z"
1,"2020-12-12",22286,"1B","T",430,730,"Om","2020-12-11T11:43:29Z"
1,"2020-12-12",31894,"2F","P",800,900,NA,"2020-12-11T11:43:29Z"
1,"2020-12-12",34205,"2A","P",930,1030,NA,"2020-12-11T11:43:29Z"
1,"2020-12-12",34901,"2B","P",1100,1300,"DM","2020-12-11T11:43:29Z"
1,"2020-12-12",34487,"3B","T",1330,1630,"Dm","2020-12-11T11:43:29Z"
1,"2020-12-12",40533,"DP","P",1700,1930,"EM","2020-12-11T11:43:29Z"
1,"2020-12-12",34098,"4B","F",2100,2100,NA,"2020-12-11T11:43:29Z"
1,"2020-12-12",26083,"4C","F",2400,2400,NA,"2020-12-11T11:43:29Z"
1,"2020-12-13",26039,"1F","F",30,30,NA,"2020-12-12T08:45:17Z"
1,"2020-12-13",26217,"1A","P",100,230,NA,"2020-12-12T08:45:17Z"
1,"2020-12-13",23886,"03","F",300,300,NA,"2020-12-12T08:45:17Z"
1,"2020-12-13",23012,"4","F",400,400,NA,"2020-12-12T08:45:17Z"
1,"2020-12-13",22514,"1B","T",430,730,"Om","2020-12-12T08:45:17Z"
1,"2020-12-13",28632,"2F","P",800,900,NA,"2020-12-12T08:45:17Z"
1,"2020-12-13",32650,"2A","P",930,1030,NA,"2020-12-12T08:45:17Z"
1,"2020-12-13",35437,"2B","P",1100,1300,"DM","2020-12-12T08:45:17Z"
1,"2020-12-13",34500,"3B","T",1330,1630,"Dm","2020-12-12T08:45:17Z"
1,"2020-12-13",39535,"DP","P",1700,1930,"EM","2020-12-12T08:45:17Z"
1,"2020-12-13",31923,"4B","F",2100,2100,NA,"2020-12-12T08:45:17Z"
1,"2020-12-13",22822,"4C","F",2400,2400,NA,"2020-12-12T08:45:17Z"
1,"2020-12-13",26085,"1F","F",30,30,NA,"2020-12-12T11:43:53Z"
1,"2020-12-13",26356,"1A","P",100,230,NA,"2020-12-12T11:43:53Z"
1,"2020-12-13",24024,"03","F",300,300,NA,"2020-12-12T11:43:53Z"
1,"2020-12-13",23154,"4","F",400,400,NA,"2020-12-12T11:43:53Z"
1,"2020-12-13",22654,"1B","T",430,730,"Om","2020-12-12T11:43:53Z"
1,"2020-12-13",28608,"2F","P",800,900,NA,"2020-12-12T11:43:53Z"
1,"2020-12-13",32552,"2A","P",930,1030,NA,"2020-12-12T11:43:53Z"
1,"2020-12-13",35542,"2B","P",1100,1300,"DM","2020-12-12T11:43:53Z"
1,"2020-12-13",34414,"3B","T",1330,1630,"Dm","2020-12-12T11:43:53Z"
1,"2020-12-13",39394,"DP","P",1700,1930,"EM","2020-12-12T11:43:53Z"
1,"2020-12-13",31967,"4B","F",2100,2100,NA,"2020-12-12T11:43:53Z"
1,"2020-12-13",22857,"4C","F",2400,2400,NA,"2020-12-12T11:43:53Z"
1,"2020-12-14",22865,"1F","F",30,30,NA,"2020-12-13T08:44:24Z"
1,"2020-12-14",23307,"1A","P",100,230,NA,"2020-12-13T08:44:24Z"
1,"2020-12-14",22073,"03","F",300,300,NA,"2020-12-13T08:44:24Z"
1,"2020-12-14",21407,"4","F",400,400,NA,"2020-12-13T08:44:24Z"
1,"2020-12-14",21152,"1B","T",430,730,"Om","2020-12-13T08:44:24Z"
1,"2020-12-14",36118,"2F","P",800,900,NA,"2020-12-13T08:44:24Z"
1,"2020-12-14",36623,"2A","P",930,1030,"DM","2020-12-13T08:44:24Z"
1,"2020-12-14",36448,"2B","P",1100,1300,NA,"2020-12-13T08:44:24Z"
1,"2020-12-14",36397,"3B","T",1330,1630,"Dm","2020-12-13T08:44:24Z"
1,"2020-12-14",42713,"DP","P",1700,1930,"EM","2020-12-13T08:44:24Z"
1,"2020-12-14",35404,"4B","F",2100,2100,NA,"2020-12-13T08:44:24Z"
1,"2020-12-14",24769,"4C","F",2400,2400,NA,"2020-12-13T08:44:24Z"
1,"2020-12-14",22921,"1F","F",30,30,NA,"2020-12-13T11:38:59Z"
1,"2020-12-14",23323,"1A","P",100,230,NA,"2020-12-13T11:38:59Z"
1,"2020-12-14",22197,"03","F",300,300,NA,"2020-12-13T11:38:59Z"
1,"2020-12-14",21541,"4","F",400,400,NA,"2020-12-13T11:38:59Z"
1,"2020-12-14",21302,"1B","T",430,730,"Om","2020-12-13T11:38:59Z"
1,"2020-12-14",36191,"2F","P",800,900,NA,"2020-12-13T11:38:59Z"
1,"2020-12-14",36654,"2A","P",930,1030,"DM","2020-12-13T11:38:59Z"
1,"2020-12-14",36455,"2B","P",1100,1300,NA,"2020-12-13T11:38:59Z"
1,"2020-12-14",36587,"3B","T",1330,1630,"Dm","2020-12-13T11:38:59Z"
1,"2020-12-14",43025,"DP","P",1700,1930,"EM","2020-12-13T11:38:59Z"
1,"2020-12-14",36047,"4B","F",2100,2100,NA,"2020-12-13T11:38:59Z"
1,"2020-12-14",24876,"4C","F",2400,2400,NA,"2020-12-13T11:38:59Z"
1,"2020-12-15",24874,"1F","F",30,30,NA,"2020-12-14T08:37:51Z"
1,"2020-12-15",25331,"1A","P",100,230,NA,"2020-12-14T08:37:51Z"
1,"2020-12-15",23762,"03","F",300,300,NA,"2020-12-14T08:37:51Z"
1,"2020-12-15",23255,"4","F",400,400,NA,"2020-12-14T08:37:51Z"
1,"2020-12-15",23211,"1B","T",430,730,"Om","2020-12-14T08:37:51Z"
1,"2020-12-15",37047,"2F","P",800,900,NA,"2020-12-14T08:37:51Z"
1,"2020-12-15",37792,"2A","P",930,1030,"DM","2020-12-14T08:37:51Z"
1,"2020-12-15",37293,"2B","P",1100,1300,NA,"2020-12-14T08:37:51Z"
1,"2020-12-15",37312,"3B","T",1330,1630,"Dm","2020-12-14T08:37:51Z"
1,"2020-12-15",43917,"DP","P",1700,1930,"EM","2020-12-14T08:37:51Z"
1,"2020-12-15",36786,"4B","F",2100,2100,NA,"2020-12-14T08:37:51Z"
1,"2020-12-15",25532,"4C","F",2400,2400,NA,"2020-12-14T08:37:51Z"
1,"2020-12-15",24812,"1F","F",30,30,NA,"2020-12-14T11:42:36Z"
1,"2020-12-15",25265,"1A","P",100,230,NA,"2020-12-14T11:42:36Z"
1,"2020-12-15",23710,"03","F",300,300,NA,"2020-12-14T11:42:36Z"
1,"2020-12-15",23204,"4","F",400,400,NA,"2020-12-14T11:42:36Z"
1,"2020-12-15",23170,"1B","T",430,730,"Om","2020-12-14T11:42:36Z"
1,"2020-12-15",36896,"2F","P",800,900,NA,"2020-12-14T11:42:36Z"
1,"2020-12-15",37622,"2A","P",930,1030,"DM","2020-12-14T11:42:36Z"
1,"2020-12-15",37429,"2B","P",1100,1300,NA,"2020-12-14T11:42:36Z"
1,"2020-12-15",37242,"3B","T",1330,1630,"Dm","2020-12-14T11:42:36Z"
1,"2020-12-15",43840,"DP","P",1700,1930,"EM","2020-12-14T11:42:36Z"
1,"2020-12-15",36718,"4B","F",2100,2100,NA,"2020-12-14T11:42:36Z"
1,"2020-12-15",25562,"4C","F",2400,2400,NA,"2020-12-14T11:42:36Z"
1,"2020-12-16",24887,"1F","F",30,30,NA,"2020-12-15T08:36:58Z"
1,"2020-12-16",25512,"1A","P",100,230,NA,"2020-12-15T08:36:58Z"
1,"2020-12-16",23709,"03","F",300,300,NA,"2020-12-15T08:36:58Z"
1,"2020-12-16",22627,"4","F",400,400,NA,"2020-12-15T08:36:58Z"
1,"2020-12-16",22398,"1B","T",430,730,"Om","2020-12-15T08:36:58Z"
1,"2020-12-16",36185,"2F","P",800,900,NA,"2020-12-15T08:36:58Z"
1,"2020-12-16",36939,"2A","P",930,1030,NA,"2020-12-15T08:36:58Z"
1,"2020-12-16",37404,"2B","P",1100,1300,"DM","2020-12-15T08:36:58Z"
1,"2020-12-16",37134,"3B","T",1330,1630,"Dm","2020-12-15T08:36:58Z"
1,"2020-12-16",42293,"DP","P",1700,1930,"EM","2020-12-15T08:36:58Z"
1,"2020-12-16",34466,"4B","F",2100,2100,NA,"2020-12-15T08:36:58Z"
1,"2020-12-16",24112,"4C","F",2400,2400,NA,"2020-12-15T08:36:58Z"
1,"2020-12-16",24836,"1F","F",30,30,NA,"2020-12-15T10:56:21Z"
1,"2020-12-16",25496,"1A","P",100,230,NA,"2020-12-15T10:56:21Z"
1,"2020-12-16",23681,"03","F",300,300,NA,"2020-12-15T10:56:21Z"
1,"2020-12-16",22600,"4","F",400,400,NA,"2020-12-15T10:56:21Z"
1,"2020-12-16",22367,"1B","T",430,730,"Om","2020-12-15T10:56:21Z"
1,"2020-12-16",36134,"2F","P",800,900,NA,"2020-12-15T10:56:21Z"
1,"2020-12-16",36823,"2A","P",930,1030,NA,"2020-12-15T10:56:21Z"
1,"2020-12-16",37472,"2B","P",1100,1300,"DM","2020-12-15T10:56:21Z"
1,"2020-12-16",37275,"3B","T",1330,1630,"Dm","2020-12-15T10:56:21Z"
1,"2020-12-16",42284,"DP","P",1700,1930,"EM","2020-12-15T10:56:21Z"
1,"2020-12-16",34317,"4B","F",2100,2100,NA,"2020-12-15T10:56:21Z"
1,"2020-12-16",24240,"4C","F",2400,2400,NA,"2020-12-15T10:56:21Z"
1,"2020-12-17",24908,"1F","F",30,30,NA,"2020-12-16T08:39:16Z"
1,"2020-12-17",25440,"1A","P",100,230,NA,"2020-12-16T08:39:16Z"
1,"2020-12-17",23497,"03","F",300,300,NA,"2020-12-16T08:39:16Z"
1,"2020-12-17",22565,"4","F",400,400,NA,"2020-12-16T08:39:16Z"
1,"2020-12-17",22272,"1B","T",430,730,"Om","2020-12-16T08:39:16Z"
1,"2020-12-17",36234,"2F","P",800,900,NA,"2020-12-16T08:39:16Z"
1,"2020-12-17",36333,"2A","P",930,1030,"DM","2020-12-16T08:39:16Z"
1,"2020-12-17",35578,"2B","P",1100,1300,NA,"2020-12-16T08:39:16Z"
1,"2020-12-17",35863,"3B","T",1330,1630,"Dm","2020-12-16T08:39:16Z"
1,"2020-12-17",42899,"DP","P",1700,1930,"EM","2020-12-16T08:39:16Z"
1,"2020-12-17",33842,"4B","F",2100,2100,NA,"2020-12-16T08:39:16Z"
1,"2020-12-17",23254,"4C","F",2400,2400,NA,"2020-12-16T08:39:16Z"
1,"2020-12-17",24884,"1F","F",30,30,NA,"2020-12-16T11:40:25Z"
1,"2020-12-17",25356,"1A","P",100,230,NA,"2020-12-16T11:40:25Z"
1,"2020-12-17",23480,"03","F",300,300,NA,"2020-12-16T11:40:25Z"
1,"2020-12-17",22565,"4","F",400,400,NA,"2020-12-16T11:40:25Z"
1,"2020-12-17",22292,"1B","T",430,730,"Om","2020-12-16T11:40:25Z"
1,"2020-12-17",36223,"2F","P",800,900,NA,"2020-12-16T11:40:25Z"
1,"2020-12-17",36301,"2A","P",930,1030,"DM","2020-12-16T11:40:25Z"
1,"2020-12-17",35837,"2B","P",1100,1300,NA,"2020-12-16T11:40:25Z"
1,"2020-12-17",36080,"3B","T",1330,1630,"Dm","2020-12-16T11:40:25Z"
1,"2020-12-17",42819,"DP","P",1700,1930,"EM","2020-12-16T11:40:25Z"
1,"2020-12-17",33778,"4B","F",2100,2100,NA,"2020-12-16T11:40:25Z"
1,"2020-12-17",23232,"4C","F",2400,2400,NA,"2020-12-16T11:40:25Z"
1,"2020-12-18",23685,"1F","F",30,30,NA,"2020-12-17T08:39:51Z"
1,"2020-12-18",23892,"1A","P",100,230,NA,"2020-12-17T08:39:51Z"
1,"2020-12-18",21946,"03","F",300,300,NA,"2020-12-17T08:39:51Z"
1,"2020-12-18",21271,"4","F",400,400,NA,"2020-12-17T08:39:51Z"
1,"2020-12-18",21090,"1B","T",430,730,"Om","2020-12-17T08:39:51Z"
1,"2020-12-18",35565,"2F","P",800,900,NA,"2020-12-17T08:39:51Z"
1,"2020-12-18",36148,"2A","P",930,1030,NA,"2020-12-17T08:39:51Z"
1,"2020-12-18",36312,"2B","P",1100,1300,"DM","2020-12-17T08:39:51Z"
1,"2020-12-18",34938,"3B","T",1330,1630,"Dm","2020-12-17T08:39:51Z"
1,"2020-12-18",38376,"DP","P",1700,1930,"EM","2020-12-17T08:39:51Z"
1,"2020-12-18",30676,"4B","F",2100,2100,NA,"2020-12-17T08:39:51Z"
1,"2020-12-18",22857,"4C","F",2400,2400,NA,"2020-12-17T08:39:51Z"
1,"2020-12-18",23685,"1F","F",30,30,NA,"2020-12-17T11:38:09Z"
1,"2020-12-18",23892,"1A","P",100,230,NA,"2020-12-17T11:38:09Z"
1,"2020-12-18",22220,"03","F",300,300,NA,"2020-12-17T11:38:09Z"
1,"2020-12-18",21245,"4","F",400,400,NA,"2020-12-17T11:38:09Z"
1,"2020-12-18",21090,"1B","T",430,730,"Om","2020-12-17T11:38:09Z"
1,"2020-12-18",35168,"2F","P",800,900,NA,"2020-12-17T11:38:09Z"
1,"2020-12-18",36016,"2A","P",930,1030,NA,"2020-12-17T11:38:09Z"
1,"2020-12-18",36440,"2B","P",1100,1300,"DM","2020-12-17T11:38:09Z"
1,"2020-12-18",34936,"3B","T",1330,1630,"Dm","2020-12-17T11:38:09Z"
1,"2020-12-18",38376,"DP","P",1700,1930,"EM","2020-12-17T11:38:09Z"
1,"2020-12-18",30676,"4B","F",2100,2100,NA,"2020-12-17T11:38:09Z"
1,"2020-12-18",22857,"4C","F",2400,2400,NA,"2020-12-17T11:38:09Z"
1,"2020-12-19",23084,"1F","F",30,30,NA,"2020-12-18T08:32:50Z"
1,"2020-12-19",23326,"1A","P",100,230,NA,"2020-12-18T08:32:50Z"
1,"2020-12-19",21153,"03","F",300,300,NA,"2020-12-18T08:32:50Z"
1,"2020-12-19",20152,"4","F",400,400,NA,"2020-12-18T08:32:50Z"
1,"2020-12-19",19670,"1B","T",430,730,"Om","2020-12-18T08:32:50Z"
1,"2020-12-19",28298,"2F","P",800,900,NA,"2020-12-18T08:32:50Z"
1,"2020-12-19",29848,"2A","P",930,1030,"DM","2020-12-18T08:32:50Z"
1,"2020-12-19",29811,"2B","P",1100,1300,NA,"2020-12-18T08:32:50Z"
1,"2020-12-19",29514,"3B","T",1330,1630,"Dm","2020-12-18T08:32:50Z"
1,"2020-12-19",36726,"DP","P",1700,1930,"EM","2020-12-18T08:32:50Z"
1,"2020-12-19",30049,"4B","F",2100,2100,NA,"2020-12-18T08:32:50Z"
1,"2020-12-19",22577,"4C","F",2400,2400,NA,"2020-12-18T08:32:50Z"
1,"2020-12-19",23040,"1F","F",30,30,NA,"2020-12-18T11:27:37Z"
1,"2020-12-19",23238,"1A","P",100,230,NA,"2020-12-18T11:27:37Z"
1,"2020-12-19",21088,"03","F",300,300,NA,"2020-12-18T11:27:37Z"
1,"2020-12-19",20108,"4","F",400,400,NA,"2020-12-18T11:27:37Z"
1,"2020-12-19",19634,"1B","T",430,730,"Om","2020-12-18T11:27:37Z"
1,"2020-12-19",28225,"2F","P",800,900,NA,"2020-12-18T11:27:37Z"
1,"2020-12-19",29624,"2A","P",930,1030,NA,"2020-12-18T11:27:37Z"
1,"2020-12-19",29709,"2B","P",1100,1300,"DM","2020-12-18T11:27:37Z"
1,"2020-12-19",29467,"3B","T",1330,1630,"Dm","2020-12-18T11:27:37Z"
1,"2020-12-19",36599,"DP","P",1700,1930,"EM","2020-12-18T11:27:37Z"
1,"2020-12-19",30020,"4B","F",2100,2100,NA,"2020-12-18T11:27:37Z"
1,"2020-12-19",22642,"4C","F",2400,2400,NA,"2020-12-18T11:27:37Z"
1,"2020-12-20",22764,"1F","F",30,30,NA,"2020-12-19T08:33:54Z"
1,"2020-12-20",22768,"1A","P",100,230,NA,"2020-12-19T08:33:54Z"
1,"2020-12-20",20592,"03","F",300,300,NA,"2020-12-19T08:33:54Z"
1,"2020-12-20",19669,"4","F",400,400,NA,"2020-12-19T08:33:54Z"
1,"2020-12-20",19294,"1B","T",430,730,"Om","2020-12-19T08:33:54Z"
1,"2020-12-20",26858,"2F","P",800,900,NA,"2020-12-19T08:33:54Z"
1,"2020-12-20",29734,"2A","P",930,1030,NA,"2020-12-19T08:33:54Z"
1,"2020-12-20",31306,"2B","P",1100,1300,"DM","2020-12-19T08:33:54Z"
1,"2020-12-20",31420,"3B","T",1330,1630,"Dm","2020-12-19T08:33:54Z"
1,"2020-12-20",38712,"DP","P",1700,1930,"EM","2020-12-19T08:33:54Z"
1,"2020-12-20",32108,"4B","F",2100,2100,NA,"2020-12-19T08:33:54Z"
1,"2020-12-20",23382,"4C","F",2400,2400,NA,"2020-12-19T08:33:54Z"
1,"2020-12-20",22717,"1F","F",30,30,NA,"2020-12-19T11:37:14Z"
1,"2020-12-20",22726,"1A","P",100,230,NA,"2020-12-19T11:37:14Z"
1,"2020-12-20",20648,"03","F",300,300,NA,"2020-12-19T11:37:14Z"
1,"2020-12-20",19711,"4","F",400,400,NA,"2020-12-19T11:37:14Z"
1,"2020-12-20",19372,"1B","T",430,730,"Om","2020-12-19T11:37:14Z"
1,"2020-12-20",26551,"2F","P",800,900,NA,"2020-12-19T11:37:14Z"
1,"2020-12-20",29265,"2A","P",930,1030,NA,"2020-12-19T11:37:14Z"
1,"2020-12-20",31351,"2B","P",1100,1300,"DM","2020-12-19T11:37:14Z"
1,"2020-12-20",31515,"3B","T",1330,1630,"Dm","2020-12-19T11:37:14Z"
1,"2020-12-20",38718,"DP","P",1700,1930,"EM","2020-12-19T11:37:14Z"
1,"2020-12-20",32153,"4B","F",2100,2100,NA,"2020-12-19T11:37:14Z"
1,"2020-12-20",23466,"4C","F",2400,2400,NA,"2020-12-19T11:37:14Z"
1,"2020-12-21",22937,"1F","F",30,30,NA,"2020-12-20T08:37:30Z"
1,"2020-12-21",23379,"1A","P",100,230,NA,"2020-12-20T08:37:30Z"
1,"2020-12-21",22063,"03","F",300,300,NA,"2020-12-20T08:37:30Z"
1,"2020-12-21",21483,"4","F",400,400,NA,"2020-12-20T08:37:30Z"
1,"2020-12-21",21378,"1B","T",430,730,"Om","2020-12-20T08:37:30Z"
1,"2020-12-21",35862,"2F","P",800,900,NA,"2020-12-20T08:37:30Z"
1,"2020-12-21",37349,"2A","P",930,1030,NA,"2020-12-20T08:37:30Z"
1,"2020-12-21",38397,"2B","P",1100,1300,"DM","2020-12-20T08:37:30Z"
1,"2020-12-21",37406,"3B","T",1330,1630,"Dm","2020-12-20T08:37:30Z"
1,"2020-12-21",41830,"DP","P",1700,1930,"EM","2020-12-20T08:37:30Z"
1,"2020-12-21",34417,"4B","F",2100,2100,NA,"2020-12-20T08:37:30Z"
1,"2020-12-21",24884,"4C","F",2400,2400,NA,"2020-12-20T08:37:30Z"
1,"2020-12-21",23015,"1F","F",30,30,NA,"2020-12-20T11:39:39Z"
1,"2020-12-21",23395,"1A","P",100,230,NA,"2020-12-20T11:39:39Z"
1,"2020-12-21",22068,"03","F",300,300,NA,"2020-12-20T11:39:39Z"
1,"2020-12-21",21471,"4","F",400,400,NA,"2020-12-20T11:39:39Z"
1,"2020-12-21",21361,"1B","T",430,730,"Om","2020-12-20T11:39:39Z"
1,"2020-12-21",35845,"2F","P",800,900,NA,"2020-12-20T11:39:39Z"
1,"2020-12-21",37346,"2A","P",930,1030,NA,"2020-12-20T11:39:39Z"
1,"2020-12-21",38471,"2B","P",1100,1300,"DM","2020-12-20T11:39:39Z"
1,"2020-12-21",37365,"3B","T",1330,1630,"Dm","2020-12-20T11:39:39Z"
1,"2020-12-21",41870,"DP","P",1700,1930,"EM","2020-12-20T11:39:39Z"
1,"2020-12-21",34305,"4B","F",2100,2100,NA,"2020-12-20T11:39:39Z"
1,"2020-12-21",24824,"4C","F",2400,2400,NA,"2020-12-20T11:39:39Z"
1,"2020-12-22",24008,"1F","F",30,30,NA,"2020-12-21T08:39:05Z"
1,"2020-12-22",24350,"1A","P",100,230,NA,"2020-12-21T08:39:05Z"
1,"2020-12-22",22878,"03","F",300,300,NA,"2020-12-21T08:39:05Z"
1,"2020-12-22",22053,"4","F",400,400,"Om","2020-12-21T08:39:05Z"
1,"2020-12-22",22061,"1B","T",430,730,NA,"2020-12-21T08:39:05Z"
1,"2020-12-22",36455,"2F","P",800,900,NA,"2020-12-21T08:39:05Z"
1,"2020-12-22",37279,"2A","P",930,1030,NA,"2020-12-21T08:39:05Z"
1,"2020-12-22",38512,"2B","P",1100,1300,"DM","2020-12-21T08:39:05Z"
1,"2020-12-22",37845,"3B","T",1330,1630,"Dm","2020-12-21T08:39:05Z"
1,"2020-12-22",42935,"DP","P",1700,1930,"EM","2020-12-21T08:39:05Z"
1,"2020-12-22",35635,"4B","F",2100,2100,NA,"2020-12-21T08:39:05Z"
1,"2020-12-22",25528,"4C","F",2400,2400,NA,"2020-12-21T08:39:05Z"
1,"2020-12-22",24008,"1F","F",30,30,NA,"2020-12-21T11:45:01Z"
1,"2020-12-22",24350,"1A","P",100,230,NA,"2020-12-21T11:45:01Z"
1,"2020-12-22",22878,"03","F",300,300,NA,"2020-12-21T11:45:01Z"
1,"2020-12-22",22053,"4","F",400,400,"Om","2020-12-21T11:45:01Z"
1,"2020-12-22",22061,"1B","T",430,730,NA,"2020-12-21T11:45:01Z"
1,"2020-12-22",36455,"2F","P",800,900,NA,"2020-12-21T11:45:01Z"
1,"2020-12-22",37279,"2A","P",930,1030,NA,"2020-12-21T11:45:01Z"
1,"2020-12-22",38512,"2B","P",1100,1300,"DM","2020-12-21T11:45:01Z"
1,"2020-12-22",37845,"3B","T",1330,1630,"Dm","2020-12-21T11:45:01Z"
1,"2020-12-22",42235,"DP","P",1700,1930,"EM","2020-12-21T11:45:01Z"
1,"2020-12-22",35635,"4B","F",2100,2100,NA,"2020-12-21T11:45:01Z"
1,"2020-12-22",25528,"4C","F",2400,2400,NA,"2020-12-21T11:45:01Z"
1,"2020-12-23",25467,"1F","F",30,30,NA,"2020-12-22T08:40:38Z"
1,"2020-12-23",25134,"1A","P",100,230,NA,"2020-12-22T08:40:38Z"
1,"2020-12-23",22901,"03","F",300,300,NA,"2020-12-22T08:40:38Z"
1,"2020-12-23",22079,"4","F",400,400,NA,"2020-12-22T08:40:38Z"
1,"2020-12-23",21935,"1B","T",430,730,"Om","2020-12-22T08:40:38Z"
1,"2020-12-23",35351,"2F","P",800,900,NA,"2020-12-22T08:40:38Z"
1,"2020-12-23",36397,"2A","P",930,1030,NA,"2020-12-22T08:40:38Z"
1,"2020-12-23",37174,"2B","P",1100,1300,"DM","2020-12-22T08:40:38Z"
1,"2020-12-23",35401,"3B","T",1330,1630,"Dm","2020-12-22T08:40:38Z"
1,"2020-12-23",38908,"DP","P",1700,1930,"EM","2020-12-22T08:40:38Z"
