"DAYSAHEAD","TARGETDATE","FORECASTDEMAND","CARDINALPOINT","CP_TYPE","CP_ST_TIME","CP_END_TIME","F_Point","FORECAST_TIMESTAMP"
1,"2019-11-20",28346,"1A","P",100,230,NA,"2019-11-19T08:42:23Z"
1,"2019-11-20",27125,"03","F",300,300,NA,"2019-11-19T08:42:23Z"
1,"2019-11-20",26488,"4","F",400,400,NA,"2019-11-19T08:42:23Z"
1,"2019-11-20",26181,"1B","T",430,730,"Om","2019-11-19T08:42:23Z"
1,"2019-11-20",40641,"2F","P",800,900,"DM","2019-11-19T08:42:23Z"
1,"2019-11-20",40363,"2A","P",930,1030,NA,"2019-11-19T08:42:23Z"
1,"2019-11-20",39070,"2B","P",1100,1300,NA,"2019-11-19T08:42:23Z"
1,"2019-11-20",39476,"3B","T",1330,1630,"Dm","2019-11-19T08:42:23Z"
1,"2019-11-20",45037,"DP","P",1700,1930,"EM","2019-11-19T08:42:23Z"
1,"2019-11-20",39596,"4B","F",2100,2100,NA,"2019-11-19T08:42:23Z"
1,"2019-11-20",27954,"4C","F",2400,2400,NA,"2019-11-19T08:42:23Z"
1,"2019-11-20",28003,"1F","F",30,30,NA,"2019-11-19T11:35:46Z"
1,"2019-11-20",28271,"1A","P",100,230,NA,"2019-11-19T11:35:46Z"
1,"2019-11-20",27029,"03","F",300,300,NA,"2019-11-19T11:35:46Z"
1,"2019-11-20",26363,"4","F",400,400,NA,"2019-11-19T11:35:46Z"
1,"2019-11-20",26045,"1B","T",430,730,"Om","2019-11-19T11:35:46Z"
1,"2019-11-20",40895,"2F","P",800,900,"DM","2019-11-19T11:35:46Z"
1,"2019-11-20",40645,"2A","P",930,1030,NA,"2019-11-19T11:35:46Z"
1,"2019-11-20",38971,"2B","P",1100,1300,NA,"2019-11-19T11:35:46Z"
1,"2019-11-20",39532,"3B","T",1330,1630,"Dm","2019-11-19T11:35:46Z"
1,"2019-11-20",45026,"DP","P",1700,1930,"EM","2019-11-19T11:35:46Z"
1,"2019-11-20",39411,"4B","F",2100,2100,NA,"2019-11-19T11:35:46Z"
1,"2019-11-20",27861,"4C","F",2400,2400,NA,"2019-11-19T11:35:46Z"
1,"2019-11-21",27424,"1F","F",30,30,NA,"2019-11-20T07:55:01Z"
1,"2019-11-21",27689,"1A","P",100,230,NA,"2019-11-20T07:55:01Z"
1,"2019-11-21",26339,"03","F",300,300,NA,"2019-11-20T07:55:01Z"
1,"2019-11-21",25616,"4","F",400,400,NA,"2019-11-20T07:55:01Z"
1,"2019-11-21",25278,"1B","T",430,730,"Om","2019-11-20T07:55:01Z"
1,"2019-11-21",40468,"2F","P",800,900,NA,"2019-11-20T07:55:01Z"
1,"2019-11-21",40714,"2A","P",930,1030,"DM","2019-11-20T07:55:01Z"
1,"2019-11-21",40670,"2B","P",1100,1300,NA,"2019-11-20T07:55:01Z"
1,"2019-11-21",40728,"3B","T",1330,1630,"Dm","2019-11-20T07:55:01Z"
1,"2019-11-21",44501,"DP","P",1700,1930,"EM","2019-11-20T07:55:01Z"
1,"2019-11-21",39174,"4B","F",2100,2100,NA,"2019-11-20T07:55:01Z"
1,"2019-11-21",27610,"4C","F",2400,2400,NA,"2019-11-20T07:55:01Z"
1,"2019-11-21",27336,"1F","F",30,30,NA,"2019-11-20T12:01:34Z"
1,"2019-11-21",27609,"1A","P",100,230,NA,"2019-11-20T12:01:34Z"
1,"2019-11-21",26294,"03","F",300,300,NA,"2019-11-20T12:01:34Z"
1,"2019-11-21",25573,"4","F",400,400,NA,"2019-11-20T12:01:34Z"
1,"2019-11-21",25237,"1B","T",430,730,"Om","2019-11-20T12:01:34Z"
1,"2019-11-21",40107,"2F","P",800,900,NA,"2019-11-20T12:01:34Z"
1,"2019-11-21",40330,"2A","P",930,1030,NA,"2019-11-20T12:01:34Z"
1,"2019-11-21",40746,"2B","P",1100,1300,"DM","2019-11-20T12:01:34Z"
1,"2019-11-21",40811,"3B","T",1330,1630,"Dm","2019-11-20T12:01:34Z"
1,"2019-11-21",44543,"DP","P",1700,1930,"EM","2019-11-20T12:01:34Z"
1,"2019-11-21",39192,"4B","F",2100,2100,NA,"2019-11-20T12:01:34Z"
1,"2019-11-21",27651,"4C","F",2400,2400,NA,"2019-11-20T12:01:34Z"
1,"2019-11-22",27782,"1F","F",30,30,NA,"2019-11-21T08:36:34Z"
1,"2019-11-22",27744,"1A","P",100,230,NA,"2019-11-21T08:36:34Z"
1,"2019-11-22",25946,"03","F",300,300,NA,"2019-11-21T08:36:34Z"
1,"2019-11-22",25141,"4","F",400,400,NA,"2019-11-21T08:36:34Z"
1,"2019-11-22",24984,"1B","T",430,730,"Om","2019-11-21T08:36:34Z"
1,"2019-11-22",39599,"2F","P",800,900,NA,"2019-11-21T08:36:34Z"
1,"2019-11-22",39977,"2A","P",930,1030,"DM","2019-11-21T08:36:34Z"
1,"2019-11-22",39637,"2B","P",1100,1300,NA,"2019-11-21T08:36:34Z"
1,"2019-11-22",39327,"3B","T",1330,1630,"Dm","2019-11-21T08:36:34Z"
1,"2019-11-22",43246,"DP","P",1700,1930,"EM","2019-11-21T08:36:34Z"
1,"2019-11-22",37232,"4B","F",2100,2100,NA,"2019-11-21T08:36:34Z"
1,"2019-11-22",27302,"4C","F",2400,2400,NA,"2019-11-21T08:36:34Z"
1,"2019-11-22",27647,"1F","F",30,30,NA,"2019-11-21T11:56:36Z"
1,"2019-11-22",27609,"1A","P",100,230,NA,"2019-11-21T11:56:36Z"
1,"2019-11-22",25825,"03","F",300,300,NA,"2019-11-21T11:56:36Z"
1,"2019-11-22",25020,"4","F",400,400,NA,"2019-11-21T11:56:36Z"
1,"2019-11-22",24863,"1B","T",430,730,"Om","2019-11-21T11:56:36Z"
1,"2019-11-22",39522,"2F","P",800,900,NA,"2019-11-21T11:56:36Z"
1,"2019-11-22",40035,"2A","P",930,1030,"DM","2019-11-21T11:56:36Z"
1,"2019-11-22",39684,"2B","P",1100,1300,NA,"2019-11-21T11:56:36Z"
1,"2019-11-22",39460,"3B","T",1330,1630,"Dm","2019-11-21T11:56:36Z"
1,"2019-11-22",43306,"DP","P",1700,1930,"EM","2019-11-21T11:56:36Z"
1,"2019-11-22",37133,"4B","F",2100,2100,NA,"2019-11-21T11:56:36Z"
1,"2019-11-22",27227,"4C","F",2400,2400,NA,"2019-11-21T11:56:36Z"
1,"2019-11-23",26870,"1F","F",30,30,NA,"2019-11-22T08:18:06Z"
1,"2019-11-23",26800,"1A","P",100,230,NA,"2019-11-22T08:18:06Z"
1,"2019-11-23",24394,"03","F",300,300,NA,"2019-11-22T08:18:06Z"
1,"2019-11-23",23408,"4","F",400,400,NA,"2019-11-22T08:18:06Z"
1,"2019-11-23",22888,"1B","T",430,730,"Om","2019-11-22T08:18:06Z"
1,"2019-11-23",32837,"2F","P",800,900,NA,"2019-11-22T08:18:06Z"
1,"2019-11-23",35117,"2A","P",930,1030,NA,"2019-11-22T08:18:06Z"
1,"2019-11-23",36319,"2B","P",1100,1300,"DM","2019-11-22T08:18:06Z"
1,"2019-11-23",35878,"3B","T",1330,1630,"Dm","2019-11-22T08:18:06Z"
1,"2019-11-23",39358,"DP","P",1700,1930,"EM","2019-11-22T08:18:06Z"
1,"2019-11-23",33789,"4B","F",2100,2100,NA,"2019-11-22T08:18:06Z"
1,"2019-11-23",26479,"4C","F",2400,2400,NA,"2019-11-22T08:18:06Z"
1,"2019-11-23",26732,"1F","F",30,30,NA,"2019-11-22T11:44:10Z"
1,"2019-11-23",26731,"1A","P",100,230,NA,"2019-11-22T11:44:10Z"
1,"2019-11-23",24342,"03","F",300,300,NA,"2019-11-22T11:44:10Z"
1,"2019-11-23",23189,"4","F",400,400,NA,"2019-11-22T11:44:10Z"
1,"2019-11-23",22763,"1B","T",430,730,"Om","2019-11-22T11:44:10Z"
1,"2019-11-23",31985,"2F","P",800,900,NA,"2019-11-22T11:44:10Z"
1,"2019-11-23",34342,"2A","P",930,1030,NA,"2019-11-22T11:44:10Z"
1,"2019-11-23",36072,"2B","P",1100,1300,"DM","2019-11-22T11:44:10Z"
1,"2019-11-23",35696,"3B","T",1330,1630,"Dm","2019-11-22T11:44:10Z"
1,"2019-11-23",39380,"DP","P",1700,1930,"EM","2019-11-22T11:44:10Z"
1,"2019-11-23",33788,"4B","F",2100,2100,NA,"2019-11-22T11:44:10Z"
1,"2019-11-23",26563,"4C","F",2400,2400,NA,"2019-11-22T11:44:10Z"
1,"2019-11-24",26330,"1F","F",30,30,NA,"2019-11-23T08:25:02Z"
1,"2019-11-24",26500,"1A","P",100,230,NA,"2019-11-23T08:25:02Z"
1,"2019-11-24",24095,"03","F",300,300,NA,"2019-11-23T08:25:02Z"
1,"2019-11-24",23088,"4","F",400,400,NA,"2019-11-23T08:25:02Z"
1,"2019-11-24",22367,"1B","T",430,730,"Om","2019-11-23T08:25:02Z"
1,"2019-11-24",29223,"2F","P",800,900,NA,"2019-11-23T08:25:02Z"
1,"2019-11-24",32201,"2A","P",930,1030,NA,"2019-11-23T08:25:02Z"
1,"2019-11-24",33965,"2B","P",1100,1300,"DM","2019-11-23T08:25:02Z"
1,"2019-11-24",34179,"3B","T",1330,1630,"Dm","2019-11-23T08:25:02Z"
1,"2019-11-24",40118,"DP","P",1700,1930,"EM","2019-11-23T08:25:02Z"
1,"2019-11-24",33887,"4B","F",2100,2100,NA,"2019-11-23T08:25:02Z"
1,"2019-11-24",24540,"4C","F",2400,2400,NA,"2019-11-23T08:25:02Z"
1,"2019-11-24",26371,"1F","F",30,30,NA,"2019-11-23T11:14:45Z"
1,"2019-11-24",26541,"1A","P",100,230,NA,"2019-11-23T11:14:45Z"
1,"2019-11-24",24139,"03","F",300,300,NA,"2019-11-23T11:14:45Z"
1,"2019-11-24",23132,"4","F",400,400,NA,"2019-11-23T11:14:45Z"
1,"2019-11-24",22412,"1B","T",430,730,"Om","2019-11-23T11:14:45Z"
1,"2019-11-24",29089,"2F","P",800,900,NA,"2019-11-23T11:14:45Z"
1,"2019-11-24",32050,"2A","P",930,1030,NA,"2019-11-23T11:14:45Z"
1,"2019-11-24",34105,"2B","P",1100,1300,"DM","2019-11-23T11:14:45Z"
1,"2019-11-24",34299,"3B","T",1330,1630,"Dm","2019-11-23T11:14:45Z"
1,"2019-11-24",40141,"DP","P",1700,1930,"EM","2019-11-23T11:14:45Z"
1,"2019-11-24",33909,"4B","F",2100,2100,NA,"2019-11-23T11:14:45Z"
1,"2019-11-24",24597,"4C","F",2400,2400,NA,"2019-11-23T11:14:45Z"
1,"2019-11-25",24919,"1F","F",30,30,NA,"2019-11-24T08:38:09Z"
1,"2019-11-25",25292,"1A","P",100,230,NA,"2019-11-24T08:38:09Z"
1,"2019-11-25",23668,"03","F",300,300,NA,"2019-11-24T08:38:09Z"
1,"2019-11-25",22825,"4","F",400,400,NA,"2019-11-24T08:38:09Z"
1,"2019-11-25",22699,"1B","T",430,730,"Om","2019-11-24T08:38:09Z"
1,"2019-11-25",38238,"2F","P",800,900,NA,"2019-11-24T08:38:09Z"
1,"2019-11-25",39233,"2A","P",930,1030,NA,"2019-11-24T08:38:09Z"
1,"2019-11-25",39712,"2B","P",1100,1300,"DM","2019-11-24T08:38:09Z"
1,"2019-11-25",39658,"3B","T",1330,1630,"Dm","2019-11-24T08:38:09Z"
1,"2019-11-25",43747,"DP","P",1700,1930,"EM","2019-11-24T08:38:09Z"
1,"2019-11-25",37782,"4B","F",2100,2100,NA,"2019-11-24T08:38:09Z"
1,"2019-11-25",26824,"4C","F",2400,2400,NA,"2019-11-24T08:38:09Z"
1,"2019-11-25",24935,"1F","F",30,30,NA,"2019-11-24T11:35:29Z"
1,"2019-11-25",25311,"1A","P",100,230,NA,"2019-11-24T11:35:29Z"
1,"2019-11-25",23718,"03","F",300,300,NA,"2019-11-24T11:35:29Z"
1,"2019-11-25",22883,"4","F",400,400,NA,"2019-11-24T11:35:29Z"
1,"2019-11-25",22766,"1B","T",430,730,"Om","2019-11-24T11:35:29Z"
1,"2019-11-25",38370,"2F","P",800,900,NA,"2019-11-24T11:35:29Z"
1,"2019-11-25",39401,"2A","P",930,1030,NA,"2019-11-24T11:35:29Z"
1,"2019-11-25",39797,"2B","P",1100,1300,"DM","2019-11-24T11:35:29Z"
1,"2019-11-25",39684,"3B","T",1330,1630,"Dm","2019-11-24T11:35:29Z"
1,"2019-11-25",43818,"DP","P",1700,1930,"EM","2019-11-24T11:35:29Z"
1,"2019-11-25",37800,"4B","F",2100,2100,NA,"2019-11-24T11:35:29Z"
1,"2019-11-25",26776,"4C","F",2400,2400,NA,"2019-11-24T11:35:29Z"
1,"2019-11-26",26213,"1F","F",30,30,NA,"2019-11-25T08:44:55Z"
1,"2019-11-26",26035,"1A","P",100,230,NA,"2019-11-25T08:44:55Z"
1,"2019-11-26",24705,"03","F",300,300,NA,"2019-11-25T08:44:55Z"
1,"2019-11-26",23995,"4","F",400,400,NA,"2019-11-25T08:44:55Z"
1,"2019-11-26",23856,"1B","T",430,730,"Om","2019-11-25T08:44:55Z"
1,"2019-11-26",38784,"2F","P",800,900,NA,"2019-11-25T08:44:55Z"
1,"2019-11-26",39378,"2A","P",930,1030,NA,"2019-11-25T08:44:55Z"
1,"2019-11-26",39513,"2B","P",1100,1300,"DM","2019-11-25T08:44:55Z"
1,"2019-11-26",38215,"3B","T",1330,1630,"Dm","2019-11-25T08:44:55Z"
1,"2019-11-26",42809,"DP","P",1700,1930,"EM","2019-11-25T08:44:55Z"
1,"2019-11-26",36742,"4B","F",2100,2100,NA,"2019-11-25T08:44:55Z"
1,"2019-11-26",25841,"4C","F",2400,2400,NA,"2019-11-25T08:44:55Z"
1,"2019-11-26",26186,"1F","F",30,30,NA,"2019-11-25T12:10:36Z"
1,"2019-11-26",26206,"1A","P",100,230,NA,"2019-11-25T12:10:36Z"
1,"2019-11-26",24762,"03","F",300,300,NA,"2019-11-25T12:10:36Z"
1,"2019-11-26",23990,"4","F",400,400,NA,"2019-11-25T12:10:36Z"
1,"2019-11-26",23821,"1B","T",430,730,"Om","2019-11-25T12:10:36Z"
1,"2019-11-26",38747,"2F","P",800,900,NA,"2019-11-25T12:10:36Z"
1,"2019-11-26",39340,"2A","P",930,1030,NA,"2019-11-25T12:10:36Z"
1,"2019-11-26",39461,"2B","P",1100,1300,"DM","2019-11-25T12:10:36Z"
1,"2019-11-26",38220,"3B","T",1330,1630,"Dm","2019-11-25T12:10:36Z"
1,"2019-11-26",43212,"DP","P",1700,1930,"EM","2019-11-25T12:10:36Z"
1,"2019-11-26",36737,"4B","F",2100,2100,NA,"2019-11-25T12:10:36Z"
1,"2019-11-26",25878,"4C","F",2400,2400,NA,"2019-11-25T12:10:36Z"
1,"2019-11-27",26220,"1F","F",30,30,NA,"2019-11-26T08:41:38Z"
1,"2019-11-27",26466,"1A","P",100,230,NA,"2019-11-26T08:41:38Z"
1,"2019-11-27",24821,"03","F",300,300,NA,"2019-11-26T08:41:38Z"
1,"2019-11-27",24045,"4","F",400,400,NA,"2019-11-26T08:41:38Z"
1,"2019-11-27",23597,"1B","T",430,730,"Om","2019-11-26T08:41:38Z"
1,"2019-11-27",37947,"2F","P",800,900,NA,"2019-11-26T08:41:38Z"
1,"2019-11-27",38912,"2A","P",930,1030,"DM","2019-11-26T08:41:38Z"
1,"2019-11-27",38806,"2B","P",1100,1300,NA,"2019-11-26T08:41:38Z"
1,"2019-11-27",38525,"3B","T",1330,1630,"Dm","2019-11-26T08:41:38Z"
1,"2019-11-27",43458,"DP","P",1700,1930,"EM","2019-11-26T08:41:38Z"
1,"2019-11-27",37137,"4B","F",2100,2100,NA,"2019-11-26T08:41:38Z"
1,"2019-11-27",25669,"4C","F",2400,2400,NA,"2019-11-26T08:41:38Z"
1,"2019-11-27",26133,"1F","F",30,30,NA,"2019-11-26T11:44:18Z"
1,"2019-11-27",26423,"1A","P",100,230,NA,"2019-11-26T11:44:18Z"
1,"2019-11-27",24808,"03","F",300,300,NA,"2019-11-26T11:44:18Z"
1,"2019-11-27",24044,"4","F",400,400,NA,"2019-11-26T11:44:18Z"
1,"2019-11-27",23617,"1B","T",430,730,"Om","2019-11-26T11:44:18Z"
1,"2019-11-27",37819,"2F","P",800,900,NA,"2019-11-26T11:44:18Z"
1,"2019-11-27",38702,"2A","P",930,1030,NA,"2019-11-26T11:44:18Z"
1,"2019-11-27",38805,"2B","P",1100,1300,"DM","2019-11-26T11:44:18Z"
1,"2019-11-27",38492,"3B","T",1330,1630,"Dm","2019-11-26T11:44:18Z"
1,"2019-11-27",43610,"DP","P",1700,1930,"EM","2019-11-26T11:44:18Z"
1,"2019-11-27",37172,"4B","F",2100,2100,NA,"2019-11-26T11:44:18Z"
1,"2019-11-27",25809,"4C","F",2400,2400,NA,"2019-11-26T11:44:18Z"
1,"2019-11-28",25728,"1F","F",30,30,NA,"2019-11-27T08:50:38Z"
1,"2019-11-28",26163,"1A","P",100,230,NA,"2019-11-27T08:50:38Z"
1,"2019-11-28",24176,"03","F",300,300,NA,"2019-11-27T08:50:38Z"
1,"2019-11-28",23268,"4","F",400,400,NA,"2019-11-27T08:50:38Z"
1,"2019-11-28",23041,"1B","T",430,730,"Om","2019-11-27T08:50:38Z"
1,"2019-11-28",38220,"2F","P",800,900,NA,"2019-11-27T08:50:38Z"
1,"2019-11-28",38658,"2A","P",930,1030,NA,"2019-11-27T08:50:38Z"
1,"2019-11-28",38724,"2B","P",1100,1300,"DM","2019-11-27T08:50:38Z"
1,"2019-11-28",38813,"3B","T",1330,1630,"Dm","2019-11-27T08:50:38Z"
1,"2019-11-28",44148,"DP","P",1700,1930,"EM","2019-11-27T08:50:38Z"
1,"2019-11-28",38419,"4B","F",2100,2100,NA,"2019-11-27T08:50:38Z"
1,"2019-11-28",26979,"4C","F",2400,2400,NA,"2019-11-27T08:50:38Z"
1,"2019-11-28",25728,"1F","F",30,30,NA,"2019-11-27T11:31:05Z"
1,"2019-11-28",26163,"1A","P",100,230,NA,"2019-11-27T11:31:05Z"
1,"2019-11-28",24176,"03","F",300,300,NA,"2019-11-27T11:31:05Z"
1,"2019-11-28",23268,"4","F",400,400,NA,"2019-11-27T11:31:05Z"
1,"2019-11-28",23041,"1B","T",430,730,"Om","2019-11-27T11:31:05Z"
1,"2019-11-28",38220,"2F","P",800,900,NA,"2019-11-27T11:31:05Z"
1,"2019-11-28",38658,"2A","P",930,1030,NA,"2019-11-27T11:31:05Z"
1,"2019-11-28",38724,"2B","P",1100,1300,"DM","2019-11-27T11:31:05Z"
1,"2019-11-28",38813,"3B","T",1330,1630,"Dm","2019-11-27T11:31:05Z"
1,"2019-11-28",43724,"DP","P",1700,1930,"EM","2019-11-27T11:31:05Z"
1,"2019-11-28",38419,"4B","F",2100,2100,NA,"2019-11-27T11:31:05Z"
1,"2019-11-28",26979,"4C","F",2400,2400,NA,"2019-11-27T11:31:05Z"
1,"2019-11-29",27072,"1F","F",30,30,NA,"2019-11-28T08:24:48Z"
1,"2019-11-29",27658,"1A","P",100,230,NA,"2019-11-28T08:24:48Z"
1,"2019-11-29",26042,"03","F",300,300,NA,"2019-11-28T08:24:48Z"
1,"2019-11-29",25430,"4","F",400,400,NA,"2019-11-28T08:24:48Z"
1,"2019-11-29",25358,"1B","T",430,730,"Om","2019-11-28T08:24:48Z"
1,"2019-11-29",40488,"2F","P",800,900,NA,"2019-11-28T08:24:48Z"
1,"2019-11-29",40959,"2A","P",930,1030,"DM","2019-11-28T08:24:48Z"
1,"2019-11-29",39398,"2B","P",1100,1300,NA,"2019-11-28T08:24:48Z"
1,"2019-11-29",38920,"3B","T",1330,1630,"Dm","2019-11-28T08:24:48Z"
1,"2019-11-29",44561,"DP","P",1700,1930,"EM","2019-11-28T08:24:48Z"
1,"2019-11-29",39259,"4B","F",2100,2100,NA,"2019-11-28T08:24:48Z"
1,"2019-11-29",29186,"4C","F",2400,2400,NA,"2019-11-28T08:24:48Z"
1,"2019-11-29",27056,"1F","F",30,30,NA,"2019-11-28T11:24:17Z"
1,"2019-11-29",27643,"1A","P",100,230,NA,"2019-11-28T11:24:17Z"
1,"2019-11-29",26033,"03","F",300,300,NA,"2019-11-28T11:24:17Z"
1,"2019-11-29",25416,"4","F",400,400,NA,"2019-11-28T11:24:17Z"
1,"2019-11-29",25343,"1B","T",430,730,"Om","2019-11-28T11:24:17Z"
1,"2019-11-29",40324,"2F","P",800,900,NA,"2019-11-28T11:24:17Z"
1,"2019-11-29",40632,"2A","P",930,1030,"DM","2019-11-28T11:24:17Z"
1,"2019-11-29",39007,"2B","P",1100,1300,NA,"2019-11-28T11:24:17Z"
1,"2019-11-29",38854,"3B","T",1330,1630,"Dm","2019-11-28T11:24:17Z"
1,"2019-11-29",44579,"DP","P",1700,1930,"EM","2019-11-28T11:24:17Z"
1,"2019-11-29",39262,"4B","F",2100,2100,NA,"2019-11-28T11:24:17Z"
1,"2019-11-29",29459,"4C","F",2400,2400,NA,"2019-11-28T11:24:17Z"
1,"2019-11-30",29253,"1F","F",30,30,NA,"2019-11-29T08:34:29Z"
1,"2019-11-30",29277,"1A","P",100,230,NA,"2019-11-29T08:34:29Z"
1,"2019-11-30",27267,"03","F",300,300,NA,"2019-11-29T08:34:29Z"
1,"2019-11-30",26210,"4","F",400,400,NA,"2019-11-29T08:34:29Z"
1,"2019-11-30",25961,"1B","T",430,730,"Om","2019-11-29T08:34:29Z"
1,"2019-11-30",35561,"2F","P",800,900,NA,"2019-11-29T08:34:29Z"
1,"2019-11-30",37693,"2A","P",930,1030,"DM","2019-11-29T08:34:29Z"
1,"2019-11-30",37608,"2B","P",1100,1300,NA,"2019-11-29T08:34:29Z"
1,"2019-11-30",35937,"3B","T",1330,1630,"Dm","2019-11-29T08:34:29Z"
1,"2019-11-30",41004,"DP","P",1700,1930,"EM","2019-11-29T08:34:29Z"
1,"2019-11-30",36112,"4B","F",2100,2100,NA,"2019-11-29T08:34:29Z"
1,"2019-11-30",28152,"4C","F",2400,2400,NA,"2019-11-29T08:34:29Z"
1,"2019-11-30",29227,"1F","F",30,30,NA,"2019-11-29T11:11:20Z"
1,"2019-11-30",29292,"1A","P",100,230,NA,"2019-11-29T11:11:20Z"
1,"2019-11-30",27260,"03","F",300,300,NA,"2019-11-29T11:11:20Z"
1,"2019-11-30",26194,"4","F",400,400,NA,"2019-11-29T11:11:20Z"
1,"2019-11-30",25933,"1B","T",430,730,"Om","2019-11-29T11:11:20Z"
1,"2019-11-30",35396,"2F","P",800,900,NA,"2019-11-29T11:11:20Z"
1,"2019-11-30",37638,"2A","P",930,1030,"DM","2019-11-29T11:11:20Z"
1,"2019-11-30",37538,"2B","P",1100,1300,NA,"2019-11-29T11:11:20Z"
1,"2019-11-30",35971,"3B","T",1330,1630,"Dm","2019-11-29T11:11:20Z"
1,"2019-11-30",41029,"DP","P",1700,1930,"EM","2019-11-29T11:11:20Z"
1,"2019-11-30",36128,"4B","F",2100,2100,NA,"2019-11-29T11:11:20Z"
1,"2019-11-30",28192,"4C","F",2400,2400,NA,"2019-11-29T11:11:20Z"
1,"2019-12-01",28363,"1F","F",30,30,NA,"2019-11-30T08:24:34Z"
1,"2019-12-01",28823,"1A","P",100,230,NA,"2019-11-30T08:24:34Z"
1,"2019-12-01",26886,"03","F",300,300,NA,"2019-11-30T08:24:34Z"
1,"2019-12-01",25895,"4","F",400,400,NA,"2019-11-30T08:24:34Z"
1,"2019-12-01",25379,"1B","T",430,730,"Om","2019-11-30T08:24:34Z"
1,"2019-12-01",32074,"2F","P",800,900,NA,"2019-11-30T08:24:34Z"
1,"2019-12-01",34933,"2A","P",930,1030,NA,"2019-11-30T08:24:34Z"
1,"2019-12-01",35803,"2B","P",1100,1300,"DM","2019-11-30T08:24:34Z"
1,"2019-12-01",35557,"3B","T",1330,1630,"Dm","2019-11-30T08:24:34Z"
1,"2019-12-01",42643,"DP","P",1700,1930,"EM","2019-11-30T08:24:34Z"
1,"2019-12-01",37438,"4B","F",2100,2100,NA,"2019-11-30T08:24:34Z"
1,"2019-12-01",27666,"4C","F",2400,2400,NA,"2019-11-30T08:24:34Z"
1,"2019-12-01",28311,"1F","F",30,30,NA,"2019-11-30T11:40:08Z"
1,"2019-12-01",28815,"1A","P",100,230,NA,"2019-11-30T11:40:08Z"
1,"2019-12-01",26864,"03","F",300,300,NA,"2019-11-30T11:40:08Z"
1,"2019-12-01",25860,"4","F",400,400,NA,"2019-11-30T11:40:08Z"
1,"2019-12-01",25325,"1B","T",430,730,"Om","2019-11-30T11:40:08Z"
1,"2019-12-01",32319,"2F","P",800,900,NA,"2019-11-30T11:40:08Z"
1,"2019-12-01",35275,"2A","P",930,1030,NA,"2019-11-30T11:40:08Z"
1,"2019-12-01",36099,"2B","P",1100,1300,"DM","2019-11-30T11:40:08Z"
1,"2019-12-01",35630,"3B","T",1330,1630,"Dm","2019-11-30T11:40:08Z"
1,"2019-12-01",42691,"DP","P",1700,1930,"EM","2019-11-30T11:40:08Z"
1,"2019-12-01",37491,"4B","F",2100,2100,NA,"2019-11-30T11:40:08Z"
1,"2019-12-01",27671,"4C","F",2400,2400,NA,"2019-11-30T11:40:08Z"
1,"2019-12-02",28537,"1F","F",30,30,NA,"2019-12-01T08:26:31Z"
1,"2019-12-02",28781,"1A","P",100,230,NA,"2019-12-01T08:26:31Z"
1,"2019-12-02",27591,"03","F",300,300,NA,"2019-12-01T08:26:31Z"
1,"2019-12-02",26911,"4","F",400,400,NA,"2019-12-01T08:26:31Z"
1,"2019-12-02",26763,"1B","T",430,730,"Om","2019-12-01T08:26:31Z"
1,"2019-12-02",42511,"2F","P",800,900,NA,"2019-12-01T08:26:31Z"
1,"2019-12-02",42590,"2A","P",930,1030,"DM","2019-12-01T08:26:31Z"
1,"2019-12-02",41565,"2B","P",1100,1300,NA,"2019-12-01T08:26:31Z"
1,"2019-12-02",41454,"3B","T",1330,1630,"Dm","2019-12-01T08:26:31Z"
1,"2019-12-02",46862,"DP","P",1700,1930,"EM","2019-12-01T08:26:31Z"
1,"2019-12-02",41612,"4B","F",2100,2100,NA,"2019-12-01T08:26:31Z"
1,"2019-12-02",29271,"4C","F",2400,2400,NA,"2019-12-01T08:26:31Z"
1,"2019-12-02",28644,"1F","F",30,30,NA,"2019-12-01T11:16:55Z"
1,"2019-12-02",28813,"1A","P",100,230,NA,"2019-12-01T11:16:55Z"
1,"2019-12-02",27654,"03","F",300,300,NA,"2019-12-01T11:16:55Z"
1,"2019-12-02",26981,"4","F",400,400,NA,"2019-12-01T11:16:55Z"
1,"2019-12-02",26836,"1B","T",430,730,"Om","2019-12-01T11:16:55Z"
1,"2019-12-02",42564,"2F","P",800,900,NA,"2019-12-01T11:16:55Z"
1,"2019-12-02",42582,"2A","P",930,1030,"DM","2019-12-01T11:16:55Z"
1,"2019-12-02",41596,"2B","P",1100,1300,NA,"2019-12-01T11:16:55Z"
1,"2019-12-02",41565,"3B","T",1330,1630,"Dm","2019-12-01T11:16:55Z"
1,"2019-12-02",46921,"DP","P",1700,1930,"EM","2019-12-01T11:16:55Z"
1,"2019-12-02",41753,"4B","F",2100,2100,NA,"2019-12-01T11:16:55Z"
1,"2019-12-02",29438,"4C","F",2400,2400,NA,"2019-12-01T11:16:55Z"
1,"2019-12-03",28890,"1F","F",30,30,NA,"2019-12-02T08:16:31Z"
1,"2019-12-03",29435,"1A","P",100,230,NA,"2019-12-02T08:16:31Z"
1,"2019-12-03",27911,"03","F",300,300,NA,"2019-12-02T08:16:31Z"
1,"2019-12-03",27093,"4","F",400,400,NA,"2019-12-02T08:16:31Z"
1,"2019-12-03",26883,"1B","T",430,730,"Om","2019-12-02T08:16:31Z"
1,"2019-12-03",42611,"2F","P",800,900,NA,"2019-12-02T08:16:31Z"
